Name,Rating,Short_Description,Features,SKU,Final_Price,MRP_Price,Included_Items,Product_Link,Processor,Operating_System,Display,Graphics,RAM,Storage,Microsoft_Office,Accessories,RAM_GB,Storage_Value,Storage_Type,Storage_GB,Discount,Processor_Brand,Processor_Level,Laptop_Type,Graphics_Type,Price_Category,Has_Backpack,Has_Mouse,Has_Office,Upsell_Score,Cross_Sell_Items,Brand
"HP OmniBook 3 NGAI 15-fn0007AU, Silver",5.0,"Copilot+ PC.Simple, reliable, and built for everyday life.","AMD Ryzen™ AI 5 processor | Windows 11 Home | 39.6 cm (15.6) diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits | AMD Radeon™ 840M Graphics | 16 GB DDR5-5600 MT/s RAM | 512 GB SSD Hard Drive",BL1W8PA,65998.0,76294.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-omnibook-3-ngai-15-fn0007au-bl1w8pa.html,AMD Ryzen™ AI 5 processor,Windows 11 Home,"39.6 cm (15.6) diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits",AMD Radeon™ 840M Graphics,16 GB DDR5-5600 MT/s RAM,512 GB SSD Hard Drive,1 year Microsoft 365 basic subscription,none,16.0,512,SSD,256,12795.0,Intel,i7,Normal,Integrated,Mid-Range,1,1,False,58.0,"Mouse, MS Office",Lenovo
"HP OmniBook 5 Next Gen AI 14-he0015QU, Silver",5.0,Copilot+ PC.The upgrade you need from HP Pavilion. Excellent for students and families.,Snapdragon® X processor | Windows 11 Home | 35.6 cm (14) diagonal 2K OLED display | Qualcomm® Adreno™ GPU | 16 GB LPDDR5x-8448 RAM | 1 TB SSD Hard Drive,C08Q7PA,81481.0,88225.0,"HP 310 15.6 Laptop Backpack worth ₹2,999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription",https://www.hp.com/in-en/shop/hp-omnibook-5-next-gen-ai-14-he0015qu-c08q7pa.html,Snapdragon® X processor,Windows 11 Home,35.6 cm (14) diagonal 2K OLED display,Integrated,16 GB LPDDR5x-8448 RAM,1 TB SSD Hard Drive,1 year Microsoft 365 basic subscription,hp 310 15.6 laptop backpack ,16.0,1,SSD,512,8726.0,Intel,i7,Normal,Integrated,Premium,0,1,False,59.0,"Mouse, MS Office",Lenovo
"HP Laptop 15-fd1225TU , Silver",0.0,A reliably built laptop to keep you in the zone,Intel® Core™ 3 processor | Windows 11 Home Single Language | 39.6 cm (15.6) diagonal FHD display | Intel® Graphics | 8 GB DDR4-3200 RAM | 512 GB SSD Hard Drive,BJ3W4PA,47811.0,50843.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-15-fd1225tu-bj3w4pa.html,Intel® Core™ 3 processor,Windows 11 Home Single Language,39.6 cm (15.6) diagonal FHD display,Intel® Graphics,8 GB DDR4-3200 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp x entry backpack ,16.0,512,SSD,1024,3344.0,AMD,Ryzen 5,Normal,Integrated,Mid-Range,0,0,True,17.0,"Mouse, MS Office",Lenovo
"HP ProBook 4 35.6 cm (14) G1iR Business Laptop PC, Silver",0.0,Affordable devices designed with business in mind; commercial grade features with durable design,"13th Generation Intel® Core™ i5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® Iris® Xᵉ Graphics | 16 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",C22NJAT,100516.0,112778.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-4-g1ir-14-inch-notebook-pc-c22njat.html,13th Generation Intel® Core™ i5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® Iris® Xᵉ Graphics,16 GB DDR5-5600 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,1,SSD,512,11279.0,AMD,Ryzen 5,Premium,Integrated,Premium,1,0,False,34.0,"Backpack, Mouse",Lenovo
"HP 240R 35.6 cm (14) G10 Business Laptop PC, Silver",0.0,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","Intel® Core™ 3 processor | FreeDOS 3.0 | 35.6 cm (14) diagonal, HD, SVA display | Intel® Graphics | 8 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C8HR7AT,48370.0,49000.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-240r-14-inch-g10-notebook-pc-c8hr7at.html,Intel® Core™ 3 processor,Unknown,"35.6 cm (14) diagonal, HD, SVA display",Intel® Graphics,8 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,512,SSD,512,4901.0,Intel,i3,Normal,Integrated,Mid-Range,0,1,False,17.0,,Lenovo
"HP ProBook 440 35.6 cm (14) G10 Business Laptop PC, Silver",4.0,"Essential, commercial-grade features","13th Generation Intel® Core™ i7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, FHD, IPS display | Intel® UHD Graphics | 16 GB DDR4 RAM | 1 TB SSD Hard Drive",B83ZJAT,109808.0,119778.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-440-14-g10-notebook-pc-b83zjat.html,13th Generation Intel® Core™ i7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, FHD, IPS display",Intel® UHD Graphics,16 GB DDR4 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,1,SSD,512,14779.0,AMD,Ryzen 7,Premium,Integrated,Premium,0,0,False,54.0,"Backpack, Mouse, MS Office",Lenovo
"HP Laptop 39.6 cm (15.6) 15-fc0389AU, Silver",0.0,Reliable computing yet stylish laptop that makes the wallet happy,AMD Ryzen™ 5-7430U processor | Windows 11 Home | 39.6 cm (15.6) diagonal FHD display | AMD Radeon™ Graphics | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive,B7UV7PA,44211.0,55691.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-laptop-15-fc0389au-b7uv7pa.html,AMD Ryzen™ 5-7430U processor,Windows 11 Home,39.6 cm (15.6) diagonal FHD display,AMD Radeon™ Graphics,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,1 year Microsoft 365 basic subscription,hp x entry backpack ,8.0,512,SSD,1024,7691.0,AMD,Ryzen 3,Normal,Integrated,Mid-Range,1,0,False,33.0,,Lenovo
"HP ZBook Firefly 35.6 cm (14) G11 Mobile Workstation PC, Silver",3.0,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",AMD Ryzen™ 5 processor | FreeDOS | 35.6 cm (14) diagonal WUXGA display | Intel® UMA Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Solid State Drive,B7EQ4PT,75659.0,158695.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-firefly-14-g11-a-mobile-workstation-pc-b7eq4pt.html,AMD Ryzen™ 5 processor,Unknown,35.6 cm (14) diagonal WUXGA display,Intel® UMA Graphics,16 GB DDR5-5600 RAM,512 GB SSD Solid State Drive,No,free bag (35l98aa) ,16.0,512,SSD,1024,82160.0,Intel,i5,Normal,Integrated,Mid-Range,0,1,False,48.0,"Backpack, Mouse, MS Office",Lenovo
"HP OMEN MAX Gaming Laptop 16, Black, Ryzen AI 7 350 (8C), RTX 5070 Ti 12GB, 24 GB",0.0,Copilot+ PC.Pro Gaming. Built for unbelievable speed and immersive gameplay.,"AMD Ryzen™ AI 7 processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display | NVIDIA® GeForce RTX™ 5070 Ti 12 GB | 24 GB DDR5 RAM | 1 TB SSD Hard Drive",C91TKPA,212417.0,239436.0,,https://www.hp.com/in-en/shop/hp-omen-max-gaming-laptop-16-ak0103ax-c91tkpa.html,AMD Ryzen™ AI 7 processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display",Integrated,24 GB DDR5 RAM,1 TB SSD Hard Drive,No,none,8.0,1,SSD,1024,26437.0,AMD,Ryzen 3,Premium,Integrated,Premium,0,0,False,50.0,"Backpack, Mouse",Lenovo
"HP Laptop 39.6 cm (15.6) 15-fr0046TU, Silver",0.0,Reliable computing yet stylish laptop that makes the wallet happy,"13th Generation Intel® Core™ i7-13620H processor | Windows 11 Home | 39.6 cm (15.6) diagonal, FHD display | Intel® Graphics | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C27GLPA,70900.0,77506.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-15-fr0046tu-c27glpa.html,13th Generation Intel® Core™ i7-13620H processor,Windows 11 Home,"39.6 cm (15.6) diagonal, FHD display",Intel® Graphics,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp x entry backpack ,16.0,512,SSD,256,4806.0,Intel,i5,Normal,Integrated,Mid-Range,1,1,True,33.0,Mouse,Lenovo
HP ZBook Fury 40.6 cm (16) G11,1.950016958,,"up to 14th Generation Intel® Core™ i9 processor | Windows 11 Pro | up to NVIDIA RTX™ 5000 Ada Generation Laptop GPU | up to 128GB RAM | up to 2 TB SSD Solid State Drive | Fingerprint reader, Audio by Poly Studio, Spill resistant and backlit keyboard",zbookfuryg11,282020.0,,,https://www.hp.com/in-en/shop/hp-zbook-fury-40-6-cm-16-g11.html,up to 14th Generation Intel® Core™ i9 processor,Windows 11 Pro,,Integrated,up to 128GB RAM,up to 2 TB SSD Solid State Drive,No,none,16.0,2,SSD,256,,AMD,Ryzen 5,Premium,Integrated,Premium,0,0,False,269.7500848,"Backpack, Mouse, MS Office",Lenovo
"HP OmniBook 5 Next Gen AI 16-ag1034AU, Silver",0.0,Copilot+ PC.The upgrade you need from HP Pavilion. Excellent for students and families.,AMD Ryzen™ AI 5 processor | Windows 11 Home Single Language | 40.5 cm (16) diagonal 2K IPS touch display | AMD Radeon™ 840M Graphics | 16 GB LPDDR5x-7500 RAM | 512 GB SSD Hard Drive,BK9U3PA,76882.0,88225.0,,https://www.hp.com/in-en/shop/hp-omnibook-5-ngai-16-ag1034au-bk9u3pa.html,AMD Ryzen™ AI 5 processor,Windows 11 Home Single Language,40.5 cm (16) diagonal 2K IPS touch display,AMD Radeon™ 840M Graphics,16 GB LPDDR5x-7500 RAM,512 GB SSD Hard Drive,No,none,8.0,512,SSD,512,8226.0,AMD,Ryzen 7,Normal,Integrated,Mid-Range,0,0,False,33.0,"Backpack, Mouse, MS Office",Lenovo
"HP EliteBook X Flip G1i 35.6 cm (14) Notebook Next Gen AI PC, Blue",0.0,Copilot+ PC.Drive strategy with the efficiency and power of next-gen AI,Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal WUXGA touch display | Intel® Arc™ Graphics | 32 GB LPDDR5x RAM | 1 TB SSD Hard Drive,B8QX8PT,215240.0,235445.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-x-flip-g1i-14-inch-notebook-next-gen-ai-pc-b8qx8pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,35.6 cm (14) diagonal WUXGA touch display,Intel® Arc™ Graphics,32 GB LPDDR5x RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,1,SSD,512,20946.0,Intel,i7,Premium,Integrated,Premium,0,0,False,66.0,"Backpack, Mouse, MS Office",Lenovo
"HP Laptop 39.6 cm (15.6) 15-fc0500AU, Silver",4.5,Reliable computing yet stylish laptop that makes the wallet happy,"AMD Ryzen™ 3-7320U processor | Windows 11 Home | 39.6 cm (15.6) diagonal, FHD display | AMD Radeon™ Graphics | 8 GB 5500 LPDDR5 (on-board) RAM | 512 GB SSD Hard Drive",BV2W0PA,36795.0,44783.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-laptop-15-fc0500au-bv2w0pa.html,AMD Ryzen™ 3-7320U processor,Windows 11 Home,"39.6 cm (15.6) diagonal, FHD display",AMD Radeon™ Graphics,8 GB 5500 LPDDR5 (on-board) RAM,512 GB SSD Hard Drive,1 year Microsoft 365 basic subscription,hp x entry backpack ,16.0,512,SSD,1024,4784.0,Intel,i3,Normal,Integrated,Budget,1,1,False,39.5,"Mouse, MS Office",Lenovo
"HP OMEN 40.6 cm (16) Gaming Laptop 16-ap0165AX, Black",4.5,Copilot+ PC.Pro Gaming. Built for unbelievable speed and immersive gameplay.,"AMD Ryzen™ AI 7 processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, 165Hz, IPS, anti-glare, Low Blue Light, 400 nits display | NVIDIA® GeForce RTX™ 5050 8 GB | 24 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",C2XD2PA,140305.0,162996.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-omen-gaming-laptop-16-ap0165ax-c2xd2pa.html,AMD Ryzen™ AI 7 processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, 165Hz, IPS, anti-glare, Low Blue Light, 400 nits display",Integrated,24 GB DDR5-5600 RAM,1 TB SSD Hard Drive,1 year Microsoft 365 basic subscription,none,8.0,1,SSD,256,23997.0,Intel,i3,Premium,Integrated,Premium,0,0,False,72.5,"Backpack, Mouse, MS Office",Lenovo
"HP EliteBook Ultra 35.6 cm (14) G1i Next Gen AI PC, Blue",4.0,Copilot+ PC.Lead the way with this sophisticated next-gen AI PC,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, 2.8K OLED IPS display | Intel® Arc™ Graphics | 32 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",C33M4AT,222021.0,291689.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-ultra-g1i-14-inch-notebook-next-gen-ai-pc-c33m4at.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, 2.8K OLED IPS display",Intel® Arc™ Graphics,32 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,1,SSD,512,67890.0,Intel,i3,Premium,Integrated,Premium,0,1,False,86.0,"Backpack, Mouse, MS Office",Lenovo
"HP OMEN MAX Gaming Laptop 16, Black, Ryzen AI 7 350 (8C), RTX 5070 8GB, 32 GB",0.0,Copilot+ PC.Pro Gaming. Built for unbelievable speed and immersive gameplay.,"AMD Ryzen™ AI 7 350 (8C) processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display | NVIDIA® GeForce RTX™ 5070 8 GB | 32 GB DDR5 RAM | 1 TB SSD Hard Drive",BE6Z6PA,185618.0,213581.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | Microsoft Xbox Game Pass 3 month,https://www.hp.com/in-en/shop/hp-omen-max-gaming-laptop-16-ak0021ax-be6z6pa.html,AMD Ryzen™ AI 7 350 (8C) processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display",Integrated,32 GB DDR5 RAM,1 TB SSD Hard Drive,Microsoft Xbox Game Pass 3 month,none,8.0,1,SSD,256,23582.0,Intel,i5,Premium,Integrated,Premium,1,1,False,66.0,"Backpack, Mouse, MS Office",Lenovo
HP ZBook Power 40.6 cm (16) G11 Mobile Workstation PC,3.8,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",Intel® Core™ Ultra 9 processor | Windows 11 Pro | 40.6 cm (16) diagonal WUXGA display | NVIDIA RTX™ 2000 Ada Generation Laptop GPU | 32 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive,A8WM4PT,267531.0,409781.0,,https://www.hp.com/in-en/shop/hp-zbook-power-16-g11-mobile-workstation-pc-a8wm4pt.html,Intel® Core™ Ultra 9 processor,Windows 11 Pro,40.6 cm (16) diagonal WUXGA display,Integrated,32 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,none,8.0,1,SSD,1024,145782.0,Intel,i5,Premium,Integrated,Premium,1,0,False,85.0,"Mouse, MS Office",Lenovo
"HP ProBook 440 35.6 cm (14) G10 Business Laptop PC, Silver",4.0,"Essential, commercial-grade features","13th Generation Intel® Core™ i7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, FHD, IPS display | Intel® UHD Graphics | 16 GB DDR4 RAM | 1 TB SSD Hard Drive",B83ZJAT,108925.0,119778.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-440-14-g10-notebook-pc-b83zjat.html,13th Generation Intel® Core™ i7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, FHD, IPS display",Intel® UHD Graphics,16 GB DDR4 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,14779.0,AMD,Ryzen 7,Premium,Integrated,Premium,0,0,False,54.0,"Backpack, Mouse, MS Office",Lenovo
HP ZBook Power 40.6 cm (16) G11 Mobile Workstation PC,3.8,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",Intel® Core™ Ultra 7 processor | Windows 11 Pro | 40.6 cm (16) diagonal WUXGA IPS display | NVIDIA RTX™ 2000 Ada Generation Graphics | 32 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive,B6SA6PT,259330.0,351687.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-power-16-inch-g11-mobile-workstation-pc-b6sa6pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,40.6 cm (16) diagonal WUXGA IPS display,NVIDIA RTX™ 2000 Ada Generation Graphics,32 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,free bag (35l98aa) ,8.0,1,SSD,512,93857.0,Intel,i7,Premium,Dedicated,Premium,0,1,False,85.0,"Mouse, MS Office",Lenovo
"HP OmniBook Ultra Flip 35.6 cm (14) Next Gen AI 14-fh0369TU, Blue",0.0,"Copilot+ PC.Beautifully crafted, our fast and powerful OmniBook is perfect for freelancers and creators. Meet the AI-enhanced evolution of HP Spectre.","Intel® Core™ Ultra 9 processor with 48 TOPs | Next-Gen Windows | 35.6 cm (14) diagonal, 2.8K, OLED, UWVA, Corning® Gorilla® Glass 5, Low Blue Light display, 120Hz VRR and 400 nits brightness | Intel® Arc™ Graphics | 32 GB LPDDR5x-8533 RAM | 2 TB SSD Hard Drive",C88TPPA,208312.0,230443.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-omnibook-ultra-flip-laptop-14-fh0369tu-c88tppa.html,Intel® Core™ Ultra 9 processor with 48 TOPs,Next-Gen Windows,"35.6 cm (14) diagonal, 2.8K, OLED, UWVA, Corning® Gorilla® Glass 5, Low Blue Light display, 120Hz VRR and 400 nits brightness",Intel® Arc™ Graphics,32 GB LPDDR5x-8533 RAM,2 TB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,none,16.0,2,SSD,256,17444.0,Intel,i3,Premium,Integrated,Premium,0,0,True,68.0,"Backpack, Mouse",Lenovo
"HP 250R 39.6 cm (15.6) G10 Business Laptop PC, Silver",0.0,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","Intel® Core™ 3 processor | FreeDOS 3.0 | 39.6 cm (15.6) diagonal, FHD, SVA display | Intel® Graphics | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C91W8AT,45456.0,55223.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-250r-15-6-inch-g10-notebook-pc-c91w8at.html,Intel® Core™ 3 processor,Unknown,"39.6 cm (15.6) diagonal, FHD, SVA display",Intel® Graphics,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,512,SSD,1024,5424.0,AMD,Ryzen 5,Normal,Integrated,Mid-Range,0,1,False,33.0,"Mouse, MS Office",Lenovo
HP ZBook Ultra 35.6 cm (14) G1a Mobile Workstation PC,0.0,Copilot+ PC. Transformative AI performance. Redefining workflows.,"AMD Ryzen™ AI Max PRO processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA, IPS display | AMD Radeon™ 8050S Graphics | 32 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",BZ6H7PT,240380.0,377376.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-ultra-14-inch-g1a-mobile-workstation-pc-bz6h7pt.html,AMD Ryzen™ AI Max PRO processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA, IPS display",AMD Radeon™ 8050S Graphics,32 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,1,SSD,256,138777.0,Intel,i5,Premium,Integrated,Premium,1,1,False,66.0,"Mouse, MS Office",Lenovo
"HP OmniBook 5 Next Gen AI 16-ag1035AU, Blue",0.0,Copilot+ PC.The upgrade you need from HP Pavilion. Excellent for students and families.,AMD Ryzen™ AI 7 processor | Windows 11 Home Single Language | 40.5 cm (16) diagonal 2K IPS touch display | AMD Radeon™ 860M Graphics | 16 GB LPDDR5x-7500 RAM | 512 GB SSD Hard Drive,BK9U4PA,88872.0,93435.0,,https://www.hp.com/in-en/shop/hp-omnibook-5-ngai-16-ag1035au-bk9u4pa.html,AMD Ryzen™ AI 7 processor,Windows 11 Home Single Language,40.5 cm (16) diagonal 2K IPS touch display,AMD Radeon™ 860M Graphics,16 GB LPDDR5x-7500 RAM,512 GB SSD Hard Drive,No,none,8.0,512,SSD,512,3436.0,Intel,i5,Premium,Integrated,Premium,0,1,False,33.0,"Backpack, Mouse, MS Office",Lenovo
"HP 250 39.6 cm (15.6) G10 Business Laptop PC, Silver",0.0,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","13th Generation Intel® Core™ i5 processor | FreeDOS 3.0 | 39.6 cm (15.6) diagonal, FHD display | Intel® Iris® Xᵉ Graphics | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",BJ3T3AT,54575.0,57245.0,,https://www.hp.com/in-en/shop/hp-250-15-6-g10-notebook-pc-bj3t3at.html,13th Generation Intel® Core™ i5 processor,Unknown,"39.6 cm (15.6) diagonal, FHD display",Intel® Iris® Xᵉ Graphics,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,none,16.0,512,SSD,1024,246.0,Intel,i7,Normal,Integrated,Mid-Range,0,0,False,33.0,,Lenovo
"HP ProBook 440 35.6 cm (14) Notebook PC, Silver",3.5,Performance to stay productive from anywhere,"Intel® Core™ Ultra 5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA, IPS display | Intel® Graphics | 16 GB DDR5 RAM | 512 GBSSD Hard Drive",B81TLPT,101537.0,114112.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-440-14-g11-notebook-pc-b81tlpt.html,Intel® Core™ Ultra 5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA, IPS display",Intel® Graphics,16 GB DDR5 RAM,512 GBSSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,512,SSD,512,15113.0,Intel,i7,Premium,Integrated,Premium,0,1,False,50.5,"Backpack, Mouse, MS Office",Lenovo
"HP ZBook Firefly 35.6 cm (14) G11 Mobile Workstation PC, Silver",3.0,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",AMD Ryzen™ 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal WUXGA display | Intel® UMA Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Solid State Drive,B7ER2PT,108247.0,210174.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-firefly-14-inch-g11-a-mobile-workstation-pc-b7er2pt.html,AMD Ryzen™ 7 processor,Windows 11 Pro,35.6 cm (14) diagonal WUXGA display,Intel® UMA Graphics,16 GB DDR5-5600 RAM,512 GB SSD Solid State Drive,No,free bag (35l98aa) ,32.0,512,SSD,512,101071.0,Intel,i7,Premium,Integrated,Premium,0,1,False,48.0,"Backpack, Mouse, MS Office",Lenovo
"HP OMEN Gaming Laptop 16, Black, Core 7 - 240H (10C), RTX 5070 8GB, 16 GB",0.0,Bold performance without the burnout,"Intel® Core™ 7 240H (10C) processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display | NVIDIA® GeForce RTX™ 5070 8GB | 16 GB DDR5 RAM | 1 TB SSD Hard Drive",BP3Y8PA,155851.0,170865.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | Microsoft Xbox Game Pass 3 month,https://www.hp.com/in-en/shop/hp-omen-gaming-laptop-16-am0084tx-bp3y8pa.html,Intel® Core™ 7 240H (10C) processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display",Integrated,16 GB DDR5 RAM,1 TB SSD Hard Drive,Microsoft Xbox Game Pass 3 month,none,16.0,1,SSD,1024,18866.0,Intel,i5,Premium,Integrated,Premium,0,1,False,34.0,"Backpack, Mouse, MS Office",Lenovo
