Name,Rating,Short_Description,Features,SKU,Final_Price,MRP_Price,Included_Items,Product_Link,Processor,Operating_System,Display,Graphics,RAM,Storage,Microsoft_Office,Accessories,RAM_GB,Storage_Value,Storage_Type,Storage_GB,Discount,Processor_Brand,Processor_Level,Laptop_Type,Graphics_Type,Price_Category,Has_Backpack,Has_Mouse,Has_Office,Upsell_Score,Cross_Sell_Items,Brand
"HP OMEN Gaming Laptop 16-ap0183AX , Black",5.0,Bold performance that doesn't burn out,"AMD Ryzen™ AI 7 processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, 165Hz, IPS, anti-glare, Low Blue Light, 400 nits display | NVIDIA® GeForce RTX™ 5060 8 GB | 24 GB DDR5-5600 RAM (Upgradeable) | 1 TB SSD Hard Drive",C7LU0PA,151499.0,174237.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-omen-gaming-laptop-16-ap0183ax-c7lu0pa.html,AMD Ryzen™ AI 7 processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, 165Hz, IPS, anti-glare, Low Blue Light, 400 nits display",Integrated,24 GB DDR5-5600 RAM (Upgradeable),1 TB SSD Hard Drive,1 year Microsoft 365 basic subscription,none,24.0,1,SSD,1024,22738.0,AMD,Other,Premium,Integrated,Premium,0,0,False,75.0,"Mouse, MS Office",
"HP Laptop 39.6 cm (15.6) 15-fd0667TU, Silver",1.0,Reliable computing yet stylish laptop that makes the wallet happy,"Intel® Core™ 5-120U processor | Windows 11 Home | 39.6 cm (15.6) diagonal, FHD display | Intel® Graphics | 16 GB DDR4-3200 RAM | 1 TB SSD Hard Drive",C27F8PA,63999.0,78112.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-laptop-15-fd0667tu-c27f8pa.html,Intel® Core™ 5-120U processor,Windows 11 Home,"39.6 cm (15.6) diagonal, FHD display",Intel® Graphics,16 GB DDR4-3200 RAM,1 TB SSD Hard Drive,1 year Microsoft 365 basic subscription,hp x entry backpack ,16.0,1,SSD,1024,14113.0,Intel,Other,Normal,Integrated,Mid-Range,1,0,False,39.0,"Mouse, MS Office",
"HP Laptop 39.6 cm (15.6) 15-hr1000TU, Silver",2.0,Reliable computing yet stylish laptop that makes the wallet happy,"Intel® Core™ Ultra 5 processor | Windows 11 Home | 39.6 cm (15.6) diagonal, FHD IPS display | Intel® Arc™ Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Hard Drive",BK9T8PA,73999.0,83033.0,HP X Entry Backpack worth  ₹1999.00,https://www.hp.com/in-en/shop/hp-laptop-15-hr1000tu-bk9t8pa.html,Intel® Core™ Ultra 5 processor,Windows 11 Home,"39.6 cm (15.6) diagonal, FHD IPS display",Intel® Arc™ Graphics,16 GB DDR5-5600 RAM,512 GB SSD Hard Drive,No,hp x entry backpack ,16.0,512,SSD,512,9034.0,Intel,Other,Normal,Integrated,Mid-Range,1,0,False,43.0,"Backpack, Mouse, MS Office",
"HP Laptop 39.6 cm (15.6) 15-fd0568TU, Silver",0.0,A reliably built laptop to keep you in the zone,13th Generation Intel® Core™ i3 processor | Windows 11 Home Single Language | 39.6 cm (15.6) diagonal FHD display | Intel® Graphics | 8 GB DDR4-3200 RAM | 512 GB SSD Hard Drive,BG6D7PA,39999.0,50902.0,,https://www.hp.com/in-en/shop/hp-laptop-15-fd0568tu-bg6d7pa.html,13th Generation Intel® Core™ i3 processor,Windows 11 Home Single Language,39.6 cm (15.6) diagonal FHD display,Intel® Graphics,8 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,none,8.0,512,SSD,512,10903.0,Intel,i3,Normal,Integrated,Budget,0,0,False,17.0,"Backpack, Mouse",
"HP Laptop 39.6 cm (15.6) 15-fd0637TU, Silver",0.0,A reliably built laptop to keep you in the zone,13th Generation Intel® Core™ i3 processor | Windows 11 Home | 39.6 cm (15.6) diagonal FHD display | Intel® UHD Graphics | 8 GB DDR4 RAM | 512 GB SSD Hard Drive,BV5L3PA,44700.0,49630.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-15-fd0637tu-bv5l3pa.html,13th Generation Intel® Core™ i3 processor,Windows 11 Home,39.6 cm (15.6) diagonal FHD display,Intel® UHD Graphics,8 GB DDR4 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp x entry backpack ,8.0,512,SSD,512,4930.0,Intel,i3,Normal,Integrated,Budget,1,0,True,17.0,"Backpack, Mouse, MS Office",
"HP Laptop 15-fd1225TU , Silver",0.0,A reliably built laptop to keep you in the zone,Intel® Core™ 3 processor | Windows 11 Home Single Language | 39.6 cm (15.6) diagonal FHD display | Intel® Graphics | 8 GB DDR4-3200 RAM | 512 GB SSD Hard Drive,BJ3W4PA,47499.0,50843.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-15-fd1225tu-bj3w4pa.html,Intel® Core™ 3 processor,Windows 11 Home Single Language,39.6 cm (15.6) diagonal FHD display,Intel® Graphics,8 GB DDR4-3200 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp x entry backpack ,8.0,512,SSD,512,3344.0,Intel,Other,Normal,Integrated,Budget,1,0,True,17.0,"Mouse, MS Office",
"HP Laptop 39.6 cm (15.6) 15-fd0576TU, Silver",0.0,A reliably built laptop to keep you in the zone,13th Generation Intel® Core™ i5 processor | Windows 11 Home | 39.6 cm (15.6) diagonal FHD display | Intel® Iris® Xᵉ Graphics | 16 GB DDR4 RAM | 512 GB SSD Hard Drive,BG6E3PA,64999.0,73324.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-15-fd0576tu-bg6e3pa.html,13th Generation Intel® Core™ i5 processor,Windows 11 Home,39.6 cm (15.6) diagonal FHD display,Intel® Iris® Xᵉ Graphics,16 GB DDR4 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,none,16.0,512,SSD,512,8325.0,Intel,i5,Normal,Integrated,Mid-Range,0,0,True,33.0,"Mouse, MS Office",
HP Laptop 39.6 cm (15.6) 15-fd0572TU,0.0,A reliably built laptop to keep you in the zone,13th Generation Intel® Core™ i3 processor | Windows 11 Home Single Language | 39.6 cm (15.6) diagonal FHD display | Intel® UHD Graphics | 8 GB DDR4-3200 RAM | 512 GB SSD Hard Drive,BG6D9PA,45999.0,52114.0,,https://www.hp.com/in-en/shop/hp-laptop-15-fd0572tu-bg6d9pa.html,13th Generation Intel® Core™ i3 processor,Windows 11 Home Single Language,39.6 cm (15.6) diagonal FHD display,Intel® UHD Graphics,8 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,none,8.0,512,SSD,512,6115.0,Intel,i3,Normal,Integrated,Budget,0,0,False,17.0,"Mouse, MS Office",
"HP Laptop 35.6 cm (14) 14-ep1181TU, Silver",0.0,Reliable computing yet stylish laptop that makes the wallet happy,"Intel® Core™ Ultra 7-155H processor | Windows 11 Home | 35.6 cm (14) diagonal, FHD, anti-glare display | Intel® Arc™ Graphics | 24 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",CJ9E0PA,83499.0,93262.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-14-ep1181tu-cj9e0pa.html,Intel® Core™ Ultra 7-155H processor,Windows 11 Home,"35.6 cm (14) diagonal, FHD, anti-glare display",Intel® Arc™ Graphics,24 GB DDR5-5600 RAM,1 TB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp x entry backpack ,24.0,1,SSD,1024,9763.0,Intel,Other,Premium,Integrated,Premium,1,0,True,50.0,"Mouse, MS Office",
"HP OmniBook Ultra Flip 35.6 cm (14) Next Gen AI 14-fh0368TU, Blue",0.0,"Copilot+ PC.Beautifully crafted, our fast and powerful OmniBook is perfect for freelancers and creators. Meet the AI-enhanced evolution of HP Spectre.","Intel® Core™ Ultra 9 processor with 48 TOPs | Next-Gen Windows | 35.6 cm (14) diagonal, 2.8K, OLED, UWVA, Corning® Gorilla® Glass 5, Low Blue Light display, 120Hz VRR and 400 nits brightness | Intel® Arc™ Graphics | 32 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",C88U8PA,197999.0,213581.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-omnibook-ultra-flip-laptop-14-fh0368tu-c88u8pa.html,Intel® Core™ Ultra 9 processor with 48 TOPs,Next-Gen Windows,"35.6 cm (14) diagonal, 2.8K, OLED, UWVA, Corning® Gorilla® Glass 5, Low Blue Light display, 120Hz VRR and 400 nits brightness",Intel® Arc™ Graphics,32 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,none,32.0,1,SSD,1024,15582.0,Intel,Other,Premium,Integrated,Premium,0,0,True,66.0,"Backpack, Mouse, MS Office",
"HP OmniBook Ultra Flip 35.6 cm (14) Next Gen AI 14-fh0369TU, Blue",0.0,"Copilot+ PC.Beautifully crafted, our fast and powerful OmniBook is perfect for freelancers and creators. Meet the AI-enhanced evolution of HP Spectre.","Intel® Core™ Ultra 9 processor with 48 TOPs | Next-Gen Windows | 35.6 cm (14) diagonal, 2.8K, OLED, UWVA, Corning® Gorilla® Glass 5, Low Blue Light display, 120Hz VRR and 400 nits brightness | Intel® Arc™ Graphics | 32 GB LPDDR5x-8533 RAM | 2 TB SSD Hard Drive",C88TPPA,212999.0,230443.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-omnibook-ultra-flip-laptop-14-fh0369tu-c88tppa.html,Intel® Core™ Ultra 9 processor with 48 TOPs,Next-Gen Windows,"35.6 cm (14) diagonal, 2.8K, OLED, UWVA, Corning® Gorilla® Glass 5, Low Blue Light display, 120Hz VRR and 400 nits brightness",Intel® Arc™ Graphics,32 GB LPDDR5x-8533 RAM,2 TB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,none,32.0,2,SSD,2048,17444.0,Intel,Other,Premium,Integrated,Premium,0,0,True,68.0,"Backpack, Mouse",
"HP Laptop 35.6 cm (14) 14-ep1150TU, Silver",0.0,Reliable computing yet stylish laptop that makes the wallet happy,"Intel® Core™ Ultra 5-125H processor | Windows 11 Home | 35.6 cm (14) diagonal, FHD, anti-glare display | Intel® Arc™ Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Hard Drive",C72QGPA,68999.0,73870.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-14-ep1150tu-c72qgpa.html,Intel® Core™ Ultra 5-125H processor,Windows 11 Home,"35.6 cm (14) diagonal, FHD, anti-glare display",Intel® Arc™ Graphics,16 GB DDR5-5600 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,hp x entry backpack ,16.0,512,SSD,512,4871.0,Intel,Other,Normal,Integrated,Mid-Range,1,0,True,33.0,"Mouse, MS Office",
"HP OMEN Gaming Laptop 16-am0238TX, Black",0.0,Bold performance without the burnout,"Intel® Core™ Ultra 7 processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, 165 Hz, IPS, anti-glare, 400 nits | NVIDIA® GeForce RTX™ 5060 8GB | 24 GB DDR5 RAM (Upgradeable) | 1 TB SSD Hard Drive",C25MTPA,152999.0,179857.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-omen-gaming-laptop-16-am0238tx-c25mtpa.html,Intel® Core™ Ultra 7 processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, 165 Hz, IPS, anti-glare, 400 nits",Integrated,24 GB DDR5 RAM (Upgradeable),1 TB SSD Hard Drive,1 year Microsoft 365 basic subscription,none,24.0,1,SSD,1024,26858.0,Intel,Other,Premium,Integrated,Premium,0,0,False,50.0,"Mouse, MS Office",
"HP OMEN Slim Gaming Laptop 16-an0012TX, Black",4.6667,Bold Performance Without the Burnout,"Intel® Core™ Ultra 9 processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display | NVIDIA® GeForce RTX™ 5070 8GB | 32 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",C78GKPA,175999.0,196719.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-omen-slim-gaming-laptop-16-an0012tx-c78gkpa.html,Intel® Core™ Ultra 9 processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, IPS, anti-glare, Low Blue Light, 165 Hz, 400 nits display",Integrated,32 GB DDR5-5600 RAM,1 TB SSD Hard Drive,1 year Microsoft 365 basic subscription,none,32.0,1,SSD,1024,20720.0,Intel,Other,Premium,Integrated,Premium,0,0,False,89.3335,"Backpack, Mouse, MS Office",
"HP OMEN MAX 40.6 cm (16) Gaming Laptop 16-ah0190TX, Black",0.0,Built to break limits,"Intel® Core™ Ultra 9 processor | Windows 11 Home | 40.6 cm (16) diagonal, WQXGA, 60-240 Hz, 3 ms response time, IPS, 500 nits | NVIDIA GeForce RTX™ 5070 Ti 12GB | 32 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",BX9S5PA,279999.0,314751.0,,https://www.hp.com/in-en/shop/hp-omen-max-gaming-laptop-16-ah0190tx-bx9s5pa.html,Intel® Core™ Ultra 9 processor,Windows 11 Home,"40.6 cm (16) diagonal, WQXGA, 60-240 Hz, 3 ms response time, IPS, 500 nits",Integrated,32 GB DDR5-5600 RAM,1 TB SSD Hard Drive,No,none,32.0,1,SSD,1024,34752.0,Intel,Other,Premium,Integrated,Premium,0,0,False,66.0,"Backpack, Mouse",
"HP OMEN Gaming Laptop 16-am0240TX, Black",0.0,Bold performance without the burnout,"Intel® Core™ Ultra 7 processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K, 165 Hz, IPS, anti-glare, 400 nits | NVIDIA® GeForce RTX™ 5050 8GB | 24 GB DDR5 RAM (Upgradeable) | 1 TB SSD Hard Drive",C25MWPA,143499.0,168616.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-omen-gaming-laptop-16-am0240tx-c25mwpa.html,Intel® Core™ Ultra 7 processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K, 165 Hz, IPS, anti-glare, 400 nits",Integrated,24 GB DDR5 RAM (Upgradeable),1 TB SSD Hard Drive,1 year Microsoft 365 basic subscription,none,24.0,1,SSD,1024,25117.0,Intel,Other,Premium,Integrated,Premium,0,0,False,50.0,"Mouse, MS Office",
"HP OMEN MAX 40.6 cm (16) Gaming Laptop 16-ah0152TX, Black",0.0,Maximize gaming power with the OMEN range featuring a large display for the most immersive gaming experience.,"Intel® Core™ Ultra 7 processor | Windows 11 Home | 40.6 cm (16) diagonal, 2K (1920 x 1200) Antiglare Low Blue Light 400 nits [A4NT5AV], 60-165 Hz, 3 ms response time, IPS | NVIDIA® GeForce RTX™ 5080 (16 GB) | 64 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",BQ6N9PA,279999.0,314751.0,,https://www.hp.com/in-en/shop/omen-max-gaming-laptop-16-ah0152tx-bq6n9pa.html,Intel® Core™ Ultra 7 processor,Windows 11 Home,"40.6 cm (16) diagonal, 2K (1920 x 1200) Antiglare Low Blue Light 400 nits [A4NT5AV], 60-165 Hz, 3 ms response time, IPS",Integrated,64 GB DDR5-5600 RAM,1 TB SSD Hard Drive,No,none,64.0,1,SSD,1024,34752.0,Intel,Other,Premium,Integrated,Premium,0,0,False,130.0,"Mouse, MS Office",
"HP OMEN MAX 40.6 cm (16) Gaming Laptop 16-ah0076TX, Black",5.0,Built to break limits,"Intel® Core™ Ultra 9 processor | Windows 11 Home | 40.6 cm (16) diagonal, WQXGA (2560 x 1600), 60-240 Hz, 3 ms response time, IPS | NVIDIA® GeForce RTX™ 5080 (16 GB) | 32 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",B90KQPA,309999.0,348475.0,,https://www.hp.com/in-en/shop/omen-max-gaming-laptop-16-ah0076tx-b90kqpa.html,Intel® Core™ Ultra 9 processor,Windows 11 Home,"40.6 cm (16) diagonal, WQXGA (2560 x 1600), 60-240 Hz, 3 ms response time, IPS",Integrated,32 GB DDR5-5600 RAM,1 TB SSD Hard Drive,No,none,32.0,1,SSD,1024,38476.0,Intel,Other,Premium,Integrated,Premium,0,0,False,91.0,"Mouse, MS Office",
"HP ZBook 8 G1i 40.6 cm (16) Mobile Workstation PC, Silver",0.0,Step up performance. Not size.,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 40.6 cm (16) diagonal, WUXGA IPS display | Intel® UMA Graphics | 32 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive",C1JP4PT,151999.0,244045.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-8-g1i-16-inch-mobile-workstation-pc-data-science-c1jp4pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"40.6 cm (16) diagonal, WUXGA IPS display",Intel® UMA Graphics,32 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,1,SSD,1024,92046.0,Intel,Other,Premium,Integrated,Premium,1,0,False,66.0,"Mouse, MS Office",
"HP ProBook 440 35.6 cm (14) G11 Business Laptop PC, Silver",3.5,Affordable devices designed with business in mind; commercial grade features with durable design,"Intel® Core™ Ultra 5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Hard Drive",C3CL6PT,92799.0,106452.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-440-14-inch-g11-notebook-pc-c3cl6pt.html,Intel® Core™ Ultra 5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® Graphics,16 GB DDR5-5600 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,512,SSD,512,13653.0,Intel,Other,Premium,Integrated,Premium,1,0,False,50.5,"Mouse, MS Office",
"HP OmniBook 3 NGAI 15-fn0007AU, Silver",5.0,"Copilot+ PC.Simple, reliable, and built for everyday life.","AMD Ryzen™ AI 5 processor | Windows 11 Home | 39.6 cm (15.6) diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits | AMD Radeon™ 840M Graphics | 16 GB DDR5-5600 MT/s RAM | 512 GB SSD Hard Drive",BL1W8PA,63499.0,76294.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-omnibook-3-ngai-15-fn0007au-bl1w8pa.html,AMD Ryzen™ AI 5 processor,Windows 11 Home,"39.6 cm (15.6) diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits",AMD Radeon™ 840M Graphics,16 GB DDR5-5600 MT/s RAM,512 GB SSD Hard Drive,1 year Microsoft 365 basic subscription,none,16.0,512,SSD,512,12795.0,AMD,Other,Normal,Integrated,Mid-Range,0,0,False,58.0,"Mouse, MS Office",
"HP Laptop 39.6 cm (15.6) 15-fc1039AU, Silver",5.0,"A powerful, sleek laptop for getting things done everyday",AMD Ryzen™ 5-7535HS processor | Windows 11 Home | 39.6 cm (15.6) diagonal FHD display | AMD Radeon™ Graphics | 16 GB DDR5 RAM | 512 GB SSD Hard Drive,BV2X3PA,52999.0,60598.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-laptop-15-fc1039au-bv2x3pa.html,AMD Ryzen™ 5-7535HS processor,Windows 11 Home,39.6 cm (15.6) diagonal FHD display,AMD Radeon™ Graphics,16 GB DDR5 RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,none,16.0,512,SSD,512,7599.0,AMD,Other,Normal,Integrated,Mid-Range,0,0,True,58.0,"Backpack, Mouse, MS Office",
"HP Envy x360 35.6 cm (14) 2-in-1 Laptop 14-fc0178TU, Blue",3.5,Enjoy seamless multitasking with an AI-powered 2-in-1 PC,"Intel® Evo™ platform Powered by Intel® Core™ Ultra 5 processor | Windows 11 Home | 35.6 cm (14) diagonal, 3K OLED, 48-120 Hz, SDR 400 nits, HDR 500 nits, UWVA touch display | Intel® Arc Graphics | 16 GB LPDDR5-6400 RAM | 512 GB SSD Hard Drive",B6MK8PA,110499.0,125841.0,"MPP 2.0 pen worth ₹ 3,999 | HP Creator 13.3 Laptop Sling worth ₹5,500.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription",https://www.hp.com/in-en/shop/hp-envy-x360-2-in-1-laptop-14-fc0178tu-b6mk8pa.html,Intel® Evo™ platform Powered by Intel® Core™ Ultra 5 processor,Windows 11 Home,"35.6 cm (14) diagonal, 3K OLED, 48-120 Hz, SDR 400 nits, HDR 500 nits, UWVA touch display",Intel® Arc Graphics,16 GB LPDDR5-6400 RAM,512 GB SSD Hard Drive,1 year Microsoft 365 basic subscription,mpp 2.0 pen ,16.0,512,SSD,512,15342.0,Intel,Other,Premium,Integrated,Premium,0,0,False,50.5,"Mouse, MS Office",
"HP 240R 35.6 cm (14) G10 Business Laptop PC, Silver",0.0,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","Intel® Core™ 5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, FHD IPS display | Intel® Graphics | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C8HS3AT,75099.0,85245.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-240r-14-inch-g10-notebook-pc-c8hs3at.html,Intel® Core™ 5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, FHD IPS display",Intel® Graphics,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,512,SSD,512,10146.0,Intel,Other,Normal,Integrated,Mid-Range,1,0,False,33.0,"Backpack, Mouse, MS Office",
"HP ZBook 8 G1i 35.6 cm (14) Mobile Workstation PC, Silver",0.0,Step up performance. Not size.,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® UMA Graphics | 32 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive",C1JN6PT,150999.0,241603.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-8-g1i-14-inch-mobile-workstation-pc-data-science-c1jn6pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® UMA Graphics,32 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,1,SSD,1024,90604.0,Intel,Other,Premium,Integrated,Premium,1,0,False,66.0,"Backpack, Mouse",
"HP Laptop 35.6 cm (14) 14-ep1180TU, Silver",0.0,Reliable computing yet stylish laptop that makes the wallet happy,"Intel® Core™ Ultra 5-125H processor | Windows 11 Home Single Language | 35.6 cm (14) diagonal FHD, anti-glare display | Intel® Arc™ Graphics | 24 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",CJ9D9PA,74999.0,83566.0,HP X Entry Backpack worth  ₹1999.00,https://www.hp.com/in-en/shop/hp-laptop-14-ep1180tu-cj9d9pa.html,Intel® Core™ Ultra 5-125H processor,Windows 11 Home Single Language,"35.6 cm (14) diagonal FHD, anti-glare display",Intel® Arc™ Graphics,24 GB DDR5-5600 RAM,1 TB SSD Hard Drive,No,hp x entry backpack ,24.0,1,SSD,1024,8567.0,Intel,Other,Normal,Integrated,Mid-Range,1,0,False,50.0,"Mouse, MS Office",
"HP EliteBook 840 35.6 cm (14) G11 Notebook PC, Silver",3.7143,The enterprise notebook that’s anything but ordinary,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA, IPS display | Intel® Graphics | 16 GB DDR5 RAM | 1 TB SSD Hard Drive",B7NK3PT,149999.0,154556.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-840-14-g11-notebook-pc-b7nk3pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA, IPS display",Intel® Graphics,16 GB DDR5 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,4557.0,Intel,Other,Premium,Integrated,Premium,1,0,False,52.5715,"Mouse, MS Office",
HP ZBook Power 40.6 cm (16) G11 Mobile Workstation PC,3.8,Step up performance. Not size,Intel® Core™ Ultra 7 processor | Windows 11 Pro | 40.6 cm (16) diagonal WUXGA display | NVIDIA RTX™ A1000 Graphics | 32 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive,B6SA2PT,231369.0,323791.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-power-16-inch-g11-mobile-workstation-pc-b6sa2pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,40.6 cm (16) diagonal WUXGA display,NVIDIA RTX™ A1000 Graphics,32 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,free bag (35l98aa) ,32.0,1,SSD,1024,92422.0,Intel,Other,Premium,Dedicated,Premium,0,0,False,85.0,"Mouse, MS Office",
"HP OmniBook 3 NGAI 15-fn0052AU, Silver",0.0,"Simple, reliable, and built for everyday life.","AMD Ryzen™ AI 7 350 processor | Windows 11 Home | 39.6 cm (15.6) diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits | AMD Radeon™ 860M Graphics | 24GB DDR5 *1DM*5600  RAM | 512 GB SSD Hard Drive",C0YR1PA,78644.0,87808.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-omnibook-3-ngai-15-fn0052au-c0yr1pa.html,AMD Ryzen™ AI 7 350 processor,Windows 11 Home,"39.6 cm (15.6) diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits",AMD Radeon™ 860M Graphics,24GB DDR5 *1DM*5600  RAM,512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,none,24.0,512,SSD,512,9164.0,AMD,Other,Normal,Integrated,Mid-Range,0,0,True,49.0,"Mouse, MS Office",
